street;city;zip;state;beds;baths;sq__ft;type;sale_date;price;latitude;longitude
4904 J PKWY;SACRAMENTO;95823;CA;3;2;1400;Residential;1903-09-22 00:03:22;138000;38.487297;-121.44295
2931 HOWE AVE;SACRAMENTO;95821;CA;3;1;1264;Residential;1938-05-14 05:20:38;140000;38.619012;-121.415329
5531 JANSEN DR;SACRAMENTO;95824;CA;3;1;1060;Residential;1967-03-20 09:46:43;145000;38.522015;-121.438713
7836 ORCHARD WOODS CIR;SACRAMENTO;95828;CA;2;2;1132;Residential;1946-09-17 13:50:56;145000;38.47955;-121.410867
4055 DEERBROOK DR;SACRAMENTO;95823;CA;3;2;1466;Residential;1951-11-13 22:37:11;150000;38.472117;-121.459589
9937 BURLINE ST;SACRAMENTO;95827;CA;3;2;1092;Residential;1977-06-05 19:23:08;150000;38.559641;-121.32316
6948 MIRADOR WAY;SACRAMENTO;95828;CA;4;2;1628;Residential;1947-12-31 03:35:03;151000;38.493484;-121.42035
4909 RUGER CT;SACRAMENTO;95842;CA;3;2;960;Residential;1967-07-29 22:02:22;155000;38.68747;-121.349234
7204 KERSTEN ST;CITRUS HEIGHTS;95621;CA;3;2;1075;Residential;2006-02-15 10:25:17;155800;38.695863;-121.300814
3150 ROSEMONT DR;SACRAMENTO;95826;CA;3;2;1428;Residential;1939-05-06 20:55:59;156142;38.554927;-121.35521
8200 STEINBECK WAY;SACRAMENTO;95828;CA;4;2;1358;Residential;2009-02-26 03:30:55;158000;38.474854;-121.404726
8198 STEVENSON AVE;SACRAMENTO;95828;CA;6;4;2475;Multi-Family;1915-11-08 07:50:42;159900;38.465271;-121.40426
6824 OLIVE TREE WAY;CITRUS HEIGHTS;95610;CA;3;2;1410;Residential;1957-02-07 05:35:30;160000;38.689239;-121.267737
3536 SUN MAIDEN WAY;ANTELOPE;95843;CA;3;2;1711;Residential;1906-02-14 18:56:30;161500;38.70968;-121.382328
4517 OLYMPIAD WAY;SACRAMENTO;95826;CA;4;2;1483;Residential;1995-08-04 04:19:16;161600;38.536751;-121.359154
925 COBDEN CT;GALT;95632;CA;3;2;1140;Residential;1952-02-12 02:00:28;162000;38.282047;-121.295812
8225 SCOTTSDALE DR;SACRAMENTO;95828;CA;4;2;1549;Residential;1994-02-26 20:46:31;165000;38.487864;-121.402476
8758 LEMAS RD;SACRAMENTO;95828;CA;3;2;1410;Residential;1911-01-12 16:40:09;165000;38.467487;-121.377055
6121 ALPINESPRING WAY;ELK GROVE;95758;CA;3;2;1240;Residential;1908-05-01 22:09:55;167293;38.434075;-121.432623
5937 YORK GLEN WAY;SACRAMENTO;95842;CA;5;2;1712;Residential;2007-09-10 08:05:44;168000;38.677003;-121.354454
6417 SUNNYFIELD WAY;SACRAMENTO;95823;CA;4;2;1580;Residential;1902-10-06 01:47:07;168000;38.449153;-121.428272
4008 GREY LIVERY WAY;ANTELOPE;95843;CA;3;2;1669;Residential;1951-02-22 09:06:02;168750;38.71846;-121.370862
8920 ROSETTA CIR;SACRAMENTO;95826;CA;3;1;1029;Residential;2010-03-28 21:47:06;168750;38.544374;-121.370874
8300 LICHEN DR;CITRUS HEIGHTS;95621;CA;3;1;1103;Residential;1920-04-09 02:40:27;170000;38.71641;-121.306239
8884 AMBERJACK WAY;SACRAMENTO;95828;CA;3;2;2161;Residential;1926-10-28 05:33:01;170250;38.479343;-121.372553
4480 VALLEY HI DR;SACRAMENTO;95823;CA;3;2;1650;Residential;1954-05-31 12:43:55;173000;38.466781;-121.450955
2250 FOREBAY RD;POLLOCK PINES;95726;CA;3;1;1320;Residential;2004-08-04 06:39:11;175000;38.77491;-120.597599
3529 FABERGE WAY;SACRAMENTO;95826;CA;3;2;1200;Residential;1940-04-18 22:02:55;176095;38.553275;-121.346218
1792 DAWNELLE WAY;SACRAMENTO;95835;CA;3;2;1170;Residential;1979-08-13 00:30:22;176250;38.68271;-121.501697
7800 TABARE CT;CITRUS HEIGHTS;95621;CA;3;2;1199;Residential;1994-09-01 05:21:01;178000;38.70799;-121.302979
8531 HERMITAGE WAY;SACRAMENTO;95823;CA;4;2;1695;Residential;1935-04-04 22:51:57;179000;38.448452;-121.428536
2421 BERRYWOOD DR;RANCHO CORDOVA;95670;CA;3;2;1157;Residential;1912-12-08 16:40:33;180000;38.60868;-121.27849
1005 MORENO WAY;SACRAMENTO;95838;CA;3;2;1410;Residential;2009-09-05 22:09:04;180000;38.646206;-121.442767
1675 VERNON ST Unit 24;ROSEVILLE;95678;CA;3;2;1174;Residential;1971-06-11 06:00:29;180000;38.734136;-121.299639
24 WINDCHIME CT;SACRAMENTO;95823;CA;3;2;1593;Residential;1911-06-24 03:44:36;181000;38.44617;-121.427824
540 HARLING CT;RIO LINDA;95673;CA;3;2;1093;Residential;1918-09-17 01:39:53;182000;38.68279;-121.453509
1207 CRESCENDO DR;ROSEVILLE;95678;CA;3;2;1770;Residential;1928-12-10 15:38:33;182587;38.72446;-121.292829
7577 EDDYLEE WAY;SACRAMENTO;95822;CA;4;2;1436;Residential;1905-02-05 19:17:09;185074;38.48291;-121.491509
8369 FOPPIANO WAY;SACRAMENTO;95829;CA;3;2;1124;Residential;1999-03-22 07:58:44;185833;38.453839;-121.357919
8817 SAWTELLE WAY;SACRAMENTO;95826;CA;4;2;1139;Residential;2011-06-21 01:47:04;186785;38.565322;-121.374251
1910 BONAVISTA WAY;SACRAMENTO;95832;CA;3;2;1638;Residential;1908-04-09 02:02:02;187000;38.476048;-121.494961
8 TIDE CT;SACRAMENTO;95833;CA;3;2;1328;Residential;1945-03-05 02:45:06;188335;38.609864;-121.492304
8952 ROCKY CREEK CT;ELK GROVE;95758;CA;3;2;1273;Residential;1935-11-10 06:51:53;190000;38.431239;-121.44001
435 EXCHANGE ST;SACRAMENTO;95838;CA;3;1;1082;Residential;1981-03-20 06:02:43;190000;38.659434;-121.455236
10105 MONTE VALLO CT;SACRAMENTO;95827;CA;4;2;1578;Residential;1911-10-04 09:08:46;190000;38.573917;-121.316916
3930 ANNABELLE AVE;ROSEVILLE;95661;CA;2;1;796;Residential;1984-02-29 10:45:03;190000;38.727609;-121.226494
4854 TANGERINE AVE;SACRAMENTO;95823;CA;3;2;1386;Residential;2019-04-10 23:35:46;191250;38.478239;-121.446326
2909 SHAWN WAY;RANCHO CORDOVA;95670;CA;3;2;1452;Residential;1982-01-18 05:53:36;193000;38.589925;-121.299059
4290 BLACKFORD WAY;SACRAMENTO;95823;CA;3;2;1513;Residential;1992-03-14 21:09:53;193500;38.470494;-121.454162
5890 TT TRAK;FORESTHILL;95631;CA;0;0;0;Residential;1933-08-20 06:34:27;194818;39.020808;-120.821518
7015 WOODSIDE DR;SACRAMENTO;95842;CA;4;2;1578;Residential;1962-08-08 22:34:27;195000;38.693071;-121.332365
6019 CHESHIRE WAY;CITRUS HEIGHTS;95610;CA;4;3;1736;Residential;1920-12-14 18:54:13;195000;38.676437;-121.279165
3330 VILLAGE CT;CAMERON PARK;95682;CA;2;2;0;Residential;1942-06-03 02:47:25;195000;38.690504;-120.996245
2561 VERNA WAY;SACRAMENTO;95821;CA;3;1;1473;Residential;1903-07-19 05:21:35;195000;38.611055;-121.369964
3522 22ND AVE;SACRAMENTO;95820;CA;3;1;1150;Residential;1943-12-27 17:41:47;198000;38.532725;-121.469078
2880 CANDIDO DR;SACRAMENTO;95833;CA;3;2;1127;Residential;1916-09-17 05:30:45;199900;38.618019;-121.510215
6908 PIN OAK CT;FAIR OAKS;95628;CA;3;1;1144;Residential;1950-05-17 17:01:12;200000;38.66424;-121.303675
5733 ANGELINA AVE;CARMICHAEL;95608;CA;3;1;972;Residential;1923-12-11 16:59:40;201000;38.622634;-121.330846
7849 BONNY DOWNS WAY;ELK GROVE;95758;CA;4;2;2306;Residential;2011-12-11 18:57:52;204918;38.42139;-121.411339
8716 LONGSPUR WAY;ANTELOPE;95843;CA;3;2;1479;Residential;1951-09-10 22:12:59;205000;38.724083;-121.3584
6320 EL DORADO ST;EL DORADO;95623;CA;2;1;1040;Residential;1914-05-28 11:10:55;205000;38.678758;-120.844118
2328 DOROTHY JUNE WAY;SACRAMENTO;95838;CA;3;2;1430;Residential;1904-07-08 02:08:59;205878;38.641727;-121.412703
1986 DANVERS WAY;SACRAMENTO;95832;CA;4;2;1800;Residential;1908-09-25 06:13:14;207000;38.47723;-121.492568
7901 GAZELLE TRAIL WAY;ANTELOPE;95843;CA;4;2;1953;Residential;1998-05-05 16:48:51;207744;38.71174;-121.342675
6080 BRIDGECROSS DR;SACRAMENTO;95835;CA;3;2;1120;Residential;1988-08-30 01:34:18;209000;38.681952;-121.505009
20 GROTH CIR;SACRAMENTO;95834;CA;3;2;1232;Residential;1983-09-29 17:48:57;210000;38.640807;-121.533522
1900 DANBROOK DR;SACRAMENTO;95835;CA;1;1;984;Condo;1920-07-27 00:10:00;210944;38.668433;-121.503471
140 VENTO CT;ROSEVILLE;95678;CA;3;2;0;Condo;1950-02-11 11:31:55;212500;38.793533;-121.289685
8442 KEUSMAN ST;ELK GROVE;95758;CA;4;2;2329;Residential;1919-07-20 02:52:48;213750;38.449651;-121.414704
9552 SUNLIGHT LN;ELK GROVE;95758;CA;3;2;1351;Residential;1941-01-23 18:08:29;215000;38.410561;-121.404327
2733 YUMA CT;CAMERON PARK;95682;CA;2;2;0;Residential;1989-12-25 05:33:09;215000;38.691215;-120.994949
1407 TIFFANY CIR;ROSEVILLE;95661;CA;4;1;1376;Residential;2003-02-02 01:45:44;215000;38.736392;-121.2664
636 CRESTVIEW DR;DIAMOND SPRINGS;95619;CA;3;2;1300;Residential;1910-10-13 22:50:21;216033;38.688255;-120.810235
1528 HESKET WAY;SACRAMENTO;95825;CA;4;2;1566;Residential;1925-06-30 13:15:43;220000;38.593598;-121.403637
2327 32ND ST;SACRAMENTO;95817;CA;2;1;1115;Residential;1959-08-03 06:51:47;220000;38.557433;-121.47034
1833 2ND AVE;SACRAMENTO;95818;CA;2;1;1032;Residential;1925-07-13 22:10:18;220000;38.556818;-121.490669
7252 CARRIAGE DR;CITRUS HEIGHTS;95621;CA;4;2;1419;Residential;2003-12-17 01:23:06;220000;38.698058;-121.294893
9815 PASO FINO WAY;ELK GROVE;95757;CA;3;2;1261;Residential;1953-10-07 14:58:12;220000;38.404888;-121.443998
5532 ENGLE RD;CARMICHAEL;95608;CA;2;2;1637;Residential;1921-05-22 20:23:29;220702;38.63173;-121.335286
1139 CLINTON RD;SACRAMENTO;95825;CA;4;2;1776;Multi-Family;1910-02-14 13:44:04;221250;38.585291;-121.406824
9176 SAGE GLEN WAY;ELK GROVE;95758;CA;3;2;1338;Residential;1919-06-04 20:54:01;222000;38.423913;-121.439115
9967 HATHERTON WAY;ELK GROVE;95757;CA;0;0;0;Residential;1950-09-13 16:30:08;222500;38.3052;-121.4033
9264 BOULDER RIVER WAY;ELK GROVE;95624;CA;5;2;2254;Residential;2005-09-12 14:48:57;222750;38.421713;-121.345191
320 GROTH CIR;SACRAMENTO;95834;CA;3;2;1441;Residential;1932-12-01 12:43:15;225000;38.638882;-121.531883
137 GUNNISON AVE;SACRAMENTO;95838;CA;4;2;1991;Residential;1939-09-24 23:30:25;225000;38.650729;-121.466483
8209 RIVALLO WAY;SACRAMENTO;95829;CA;4;3;2126;Residential;2007-04-29 14:43:16;228750;38.459524;-121.3501
8637 PERIWINKLE CIR;ELK GROVE;95624;CA;3;2;1094;Residential;1967-02-17 19:53:41;229000;38.443184;-121.364388
3425 MEADOW WAY;ROCKLIN;95677;CA;3;2;1462;Residential;1999-11-06 06:11:08;230095;38.798028;-121.235364
107 JARVIS CIR;SACRAMENTO;95834;CA;5;3;2258;Residential;1989-09-08 13:40:25;232500;38.639891;-121.537603
2319 THORES ST;RANCHO CORDOVA;95670;CA;3;2;1074;Residential;1950-07-13 14:10:50;233000;38.59675;-121.312716
8935 MOUNTAIN HOME CT;ELK GROVE;95624;CA;4;2;2111;Residential;1919-06-19 17:08:23;233500;38.38751;-121.370276
2566 SERENATA WAY;SACRAMENTO;95835;CA;3;2;1686;Residential;1972-04-17 09:26:18;239000;38.671556;-121.520916
4085 COUNTRY DR;ANTELOPE;95843;CA;4;3;1915;Residential;1901-07-31 20:56:09;240000;38.706209;-121.369509
9297 TROUT WAY;ELK GROVE;95624;CA;4;2;2367;Residential;1911-05-04 16:34:30;240000;38.420637;-121.375798
7 ARCHIBALD CT;SACRAMENTO;95823;CA;3;2;1962;Residential;1952-03-18 05:41:05;240971;38.443305;-121.435296
11130 EEL RIVER CT;RANCHO CORDOVA;95670;CA;2;2;1406;Residential;1952-08-26 20:24:43;242000;38.625932;-121.271517
8323 REDBANK WAY;SACRAMENTO;95829;CA;3;2;1789;Residential;2013-07-21 13:00:55;243450;38.455753;-121.349273
16 BRONCO CREEK CT;SACRAMENTO;95835;CA;4;2;1876;Residential;2016-05-24 17:47:09;243500;38.674226;-121.525497
8316 NORTHAM DR;ANTELOPE;95843;CA;3;2;1235;Residential;1942-05-27 22:51:58;246544;38.720767;-121.376678
4240 WINJE DR;ANTELOPE;95843;CA;4;2;2504;Residential;2009-03-23 09:01:04;246750;38.70884;-121.359559
3569 SODA WAY;SACRAMENTO;95834;CA;0;0;0;Residential;1911-04-08 19:33:49;247000;38.631139;-121.501879
5118 ROBANDER ST;CARMICHAEL;95608;CA;3;2;1676;Residential;1985-03-09 02:38:43;247000;38.657267;-121.310352
5976 KYLENCH CT;CITRUS HEIGHTS;95621;CA;3;2;1367;Residential;1909-01-19 20:46:13;249000;38.708966;-121.32467
9247 DELAIR WAY;ELK GROVE;95758;CA;4;3;1899;Residential;1957-06-17 09:03:15;249000;38.422241;-121.458022
9054 DESCENDANT DR;ELK GROVE;95758;CA;3;2;1636;Residential;1944-06-25 17:46:04;250000;38.428852;-121.415628
3450 WHITNOR CT;SACRAMENTO;95821;CA;3;2;1828;Residential;1913-04-13 19:25:41;250000;38.627698;-121.369698
6288 LONETREE BLVD;ROCKLIN;95765;CA;0;0;0;Residential;1961-11-24 13:51:56;250000;38.804993;-121.293609
9355 MATADOR WAY;SACRAMENTO;95826;CA;4;2;1438;Residential;1918-07-03 00:34:00;252000;38.555633;-121.350691
8671 SUMMER SUN WAY;ELK GROVE;95624;CA;3;2;1451;Residential;1999-12-05 02:37:13;255000;38.442845;-121.373272
1890 GENEVA PL;SACRAMENTO;95825;CA;3;1;1520;Residential;2000-07-04 00:09:40;255000;38.599449;-121.400305
1813 AVENIDA MARTINA;ROSEVILLE;95747;CA;3;2;1506;Residential;2019-03-28 03:49:16;255000;38.776649;-121.339589
191 BARNHART CIR;SACRAMENTO;95835;CA;4;2;2605;Residential;2003-03-27 10:59:02;257200;38.675594;-121.515878
6221 GREEN TOP WAY;ORANGEVALE;95662;CA;3;2;1196;Residential;1903-11-20 04:41:49;260000;38.679409;-121.219107
2298 PRIMROSE LN;LINCOLN;95648;CA;3;2;1621;Residential;1990-06-12 07:35:56;260000;38.89918;-121.322514
5635 LOS PUEBLOS WAY;SACRAMENTO;95835;CA;3;2;1811;Residential;2012-11-06 09:51:42;263500;38.679191;-121.537622
10165 LOFTON WAY;ELK GROVE;95757;CA;3;2;1540;Residential;1966-12-30 23:50:24;266510;38.387708;-121.436522
1251 GREEN RAVINE DR;LINCOLN;95648;CA;4;2;0;Residential;1929-09-08 19:50:54;267750;38.88156;-121.301343
6001 SHOO FLY RD;PLACERVILLE;95667;CA;0;0;0;Residential;1943-02-17 18:49:18;270000;38.813546;-120.809254
3040 PARKHAM DR;ROSEVILLE;95747;CA;0;0;0;Residential;1902-05-19 15:14:04;271000;38.770835;-121.366996
2674 TAM O SHANTER DR;EL DORADO HILLS;95762;CA;4;2;0;Residential;1978-05-21 07:28:26;272700;38.695801;-121.079216
6007 MARYBELLE LN;SHINGLE SPRINGS;95682;CA;0;0;0;Unkown;1983-03-07 02:39:33;275000;38.64347;-120.888183
9949 NESTLING CIR;ELK GROVE;95757;CA;3;2;1543;Residential;1939-11-18 03:01:23;275000;38.397455;-121.468391
2915 HOLDREGE WAY;SACRAMENTO;95835;CA;5;3;2494;Residential;1992-07-02 12:39:06;276000;38.663728;-121.525833
2678 BRIARTON DR;LINCOLN;95648;CA;3;2;1650;Residential;1908-02-08 15:02:56;276500;38.844116;-121.274806
294 SPARROW DR;GALT;95632;CA;4;3;2214;Residential;1914-04-03 05:19:03;278000;38.258976;-121.321266
2987 DIORITE WAY;SACRAMENTO;95835;CA;5;3;2280;Residential;1982-04-10 09:12:50;279000;38.667332;-121.528276
6326 APPIAN WAY;CARMICHAEL;95608;CA;3;2;1443;Residential;2001-02-06 09:33:12;280000;38.66266;-121.316858
6905 COBALT WAY;CITRUS HEIGHTS;95621;CA;4;2;1582;Residential;1943-04-28 05:31:03;280000;38.691393;-121.305215
8986 HAFLINGER WAY;ELK GROVE;95757;CA;3;2;1857;Residential;1903-03-30 05:48:03;285000;38.397923;-121.450219
2916 BABSON DR;ELK GROVE;95758;CA;3;2;1735;Residential;1963-04-11 10:50:58;288000;38.417191;-121.473897
10133 NEBBIOLO CT;ELK GROVE;95624;CA;4;3;2096;Residential;1977-06-10 17:08:04;289000;38.391085;-121.347231
1103 COMMONS DR;SACRAMENTO;95825;CA;3;2;1720;Residential;1900-09-10 05:44:47;290000;38.567865;-121.410699
4636 TEAL BAY CT;ANTELOPE;95843;CA;4;2;2160;Residential;1951-01-11 20:51:25;290000;38.704554;-121.354753
1524 YOUNGS AVE;SACRAMENTO;95838;CA;4;2;1382;Residential;1990-07-29 07:35:59;293996;38.644927;-121.43054
865 CONRAD CT;PLACERVILLE;95667;CA;3;2;0;Residential;1907-09-24 04:52:02;294000;38.729993;-120.802458
8463 TERRACOTTA CT;ELK GROVE;95624;CA;4;2;1721;Residential;1949-04-06 12:03:21;294173;38.450548;-121.363002
5747 KING RD;LOOMIS;95650;CA;4;2;1328;Residential;1976-09-09 06:51:53;295000;38.825096;-121.198432
8253 KEEGAN WAY;ELK GROVE;95624;CA;0;0;0;Residential;1984-11-13 07:09:57;298000;38.446286;-121.400817
9204 TROUT WAY;ELK GROVE;95624;CA;4;2;1982;Residential;1913-05-29 17:14:42;298000;38.422221;-121.375799
1828 2ND AVE;SACRAMENTO;95818;CA;2;1;1144;Residential;1916-02-21 20:32:04;299000;38.556844;-121.490769
1113 COMMONS DR;SACRAMENTO;95825;CA;2;2;1623;Residential;1922-10-12 12:11:40;300000;38.567795;-121.410703
2341 BIG STRIKE TRL;COOL;95614;CA;3;2;1457;Residential;1901-12-15 15:08:59;300000;38.905927;-120.975169
9452 RED SPRUCE WAY;ELK GROVE;95624;CA;6;3;2555;Residential;1979-08-02 05:23:04;300000;38.404505;-121.346938
5776 TERRACE DR;ROCKLIN;95765;CA;3;2;1577;Residential;1908-03-26 16:04:51;300567;38.800539;-121.260979
5908 MCLEAN DR;ELK GROVE;95757;CA;5;3;2592;Residential;1931-11-18 05:52:29;303000;38.38912;-121.434389
8215 PEREGRINE WAY;CITRUS HEIGHTS;95610;CA;3;2;1401;Residential;1945-03-17 03:41:02;305000;38.715493;-121.26293
1104 HILLSDALE LN;LINCOLN;95648;CA;4;2;0;Residential;2001-06-02 12:27:51;306000;38.865017;-121.32302
2949 PANAMA AVE;CARMICHAEL;95608;CA;3;2;1502;Residential;2009-06-05 01:04:42;310000;38.618369;-121.326187
1356 HARTLEY WAY;FOLSOM;95630;CA;3;2;1327;Residential;1966-11-07 11:33:20;310000;38.651617;-121.131674
633 HANISCH DR;ROSEVILLE;95678;CA;4;3;1800;Residential;1972-05-10 20:47:39;310000;38.76349;-121.275881
63 ANGEL ISLAND CIR;SACRAMENTO;95831;CA;4;2;2169;Residential;1960-12-10 10:57:49;311518;38.490408;-121.547664
1571 WILD OAK LN;LINCOLN;95648;CA;5;3;2457;Residential;1963-11-30 19:57:18;312000;38.844144;-121.274174
5222 COPPER SUNSET WAY;RANCHO CORDOVA;95742;CA;0;0;0;Residential;1910-05-31 18:58:51;313000;38.529181;-121.224755
5601 SPINDRIFT LN;ORANGEVALE;95662;CA;4;2;2004;Residential;1982-06-14 23:24:21;315000;38.668289;-121.192316
652 FIFTEEN MILE DR;ROSEVILLE;95678;CA;4;3;2212;Residential;1948-05-10 04:51:47;315000;38.775872;-121.298864
7921 DOE TRAIL WAY;ANTELOPE;95843;CA;5;3;3134;Residential;1965-09-28 11:11:36;315000;38.711927;-121.343608
4204 LUSK DR;SACRAMENTO;95864;CA;3;2;1360;Residential;2004-02-11 15:42:31;315000;38.606569;-121.368424
5321 DELTA DR;ROCKLIN;95765;CA;4;2;0;Residential;1956-05-14 08:36:21;315000;38.815493;-121.262908
5608 ROSEDALE WAY;SACRAMENTO;95822;CA;3;2;1276;Residential;1959-12-23 11:25:43;320000;38.525115;-121.518689
3372 BERETANIA WAY;SACRAMENTO;95834;CA;4;3;2962;Residential;1944-02-17 02:16:31;322000;38.64977;-121.53448
2422 STEFANIE DR;ROCKLIN;95765;CA;4;2;1888;Residential;2009-09-26 12:39:52;325000;38.82273;-121.26424
3232 PARKHAM DR;ROSEVILLE;95747;CA;0;0;0;Residential;1911-08-15 05:51:40;325500;38.772821;-121.364821
448 ELMWOOD CT;ROSEVILLE;95678;CA;3;2;0;Residential;2003-06-10 01:35:36;326951;38.771917;-121.304439
1214 DAWNWOOD DR;GALT;95632;CA;3;2;1548;Residential;1941-07-04 02:09:52;328370;38.290119;-121.286023
1440 EMERALD LN;LINCOLN;95648;CA;2;2;0;Residential;1907-10-29 17:01:27;330000;38.861864;-121.267478
3349 CORVINA DR;RANCHO CORDOVA;95670;CA;4;3;2109;Residential;1950-10-24 00:03:32;330000;38.580545;-121.279016
10254 JULIANA WAY;SACRAMENTO;95827;CA;4;2;2484;Residential;1953-01-15 11:58:25;331200;38.56803;-121.309966
149 OPUS CIR;SACRAMENTO;95834;CA;4;3;2258;Residential;1971-06-17 01:13:46;332000;38.6354;-121.53499
580 REGENCY PARK CIR;SACRAMENTO;95835;CA;3;3;2212;Residential;1980-11-22 11:57:55;334000;38.674864;-121.4958
5544 CAMAS CT;ORANGEVALE;95662;CA;3;2;1616;Residential;2019-05-05 17:54:56;335000;38.667703;-121.209456
5102 ARCHCREST WAY;SACRAMENTO;95835;CA;4;2;2372;Residential;1923-04-21 00:28:00;341000;38.66841;-121.494639
5725 BALFOR RD;ROCKLIN;95765;CA;5;3;2606;Residential;1992-01-14 02:28:11;346375;38.807816;-121.270008
7697 ROSEHALL DR;ROSEVILLE;95678;CA;5;3;0;Residential;1902-03-22 14:00:32;347225;38.79218;-121.28595
4821 HUTSON WAY;ELK GROVE;95757;CA;5;3;2877;Residential;1999-12-01 01:57:12;349000;38.386239;-121.448159
4509 WINJE DR;ANTELOPE;95843;CA;3;2;2960;Residential;1964-10-19 04:56:05;350000;38.709513;-121.359357
1965 LAURELHURST LN;LINCOLN;95648;CA;2;2;0;Residential;1972-05-09 23:28:26;350000;38.853869;-121.271742
6709 ROSE BRIDGE DR;ROSEVILLE;95678;CA;3;2;2172;Residential;1918-05-08 01:47:01;350000;38.792461;-121.275711
281 SPYGLASS HL;ROSEVILLE;95678;CA;3;2;2100;Condo;1902-10-11 00:43:47;350000;38.762153;-121.283451
7709 RIVER VILLAGE DR;SACRAMENTO;95831;CA;3;2;1795;Residential;1999-04-17 10:57:59;351000;38.483212;-121.54019
4165 BRISBANE CIR;EL DORADO HILLS;95762;CA;3;2;0;Residential;1914-10-16 09:31:52;356200;38.686067;-121.073413
506 BEDFORD CT;ROSEVILLE;95661;CA;4;2;2295;Residential;1930-04-12 19:09:59;360000;38.733985;-121.236766
9048 PINTO CANYON WAY;ROSEVILLE;95747;CA;4;3;2577;Residential;1966-01-20 10:53:54;367463;38.792493;-121.331899
2274 IVY BRIDGE DR;ROSEVILLE;95747;CA;0;0;0;Residential;1945-10-05 09:11:43;375000;38.778561;-121.362008
14004 WALNUT AVE;WALNUT GROVE;95690;CA;3;1;1727;Residential;1970-05-17 20:21:59;380000;38.247659;-121.515129
6905 FRANKFORT CT;ELK GROVE;95758;CA;3;2;1485;Residential;1955-12-21 14:52:47;380578;38.429139;-121.423444
3621 WINTUN DR;CARMICHAEL;95608;CA;3;2;1655;Residential;1907-10-13 13:39:44;386222;38.629929;-121.323086
201 KIRKLAND CT;LINCOLN;95648;CA;0;0;0;Residential;1909-01-31 03:04:33;389000;38.867125;-121.319085
12075 APPLESBURY CT;RANCHO CORDOVA;95742;CA;0;0;0;Residential;1950-06-24 20:18:53;390000;38.5357;-121.2249
1975 SIDESADDLE WAY;ROSEVILLE;95661;CA;3;2;2049;Residential;1965-10-22 19:20:26;395500;38.737872;-121.249025
5420 ALMOND FALLS WAY;RANCHO CORDOVA;95742;CA;0;0;0;Residential;2009-08-05 16:31:32;396000;38.527384;-121.233531
9677 PILLITERI CT;ELK GROVE;95757;CA;5;3;2875;Residential;1906-06-20 07:08:38;397000;38.405571;-121.445186
1515 EL CAMINO VERDE DR;LINCOLN;95648;CA;0;0;0;Residential;1986-10-23 06:11:27;400000;38.904869;-121.32075
556 PLATT CIR;EL DORADO HILLS;95762;CA;4;2;2199;Residential;1980-09-24 16:57:38;400000;38.656299;-121.079783
1792 DIAMOND WOODS CIR;ROSEVILLE;95747;CA;4;3;0;Residential;1991-11-23 04:47:03;412500;38.808581;-121.32785
1124 PERKINS WAY;SACRAMENTO;95818;CA;2;1;1304;Residential;1921-05-10 09:40:07;413500;38.551611;-121.504437
4748 SALEM WAY;CARMICHAEL;95608;CA;3;2;2334;Residential;2003-05-12 01:18:38;415000;38.634111;-121.353376
1484 RADCLIFFE WAY;AUBURN;95603;CA;4;3;2278;Residential;1921-10-28 04:54:02;420454;38.935579;-121.079018
51 AIKEN WAY;SACRAMENTO;95819;CA;3;1;1493;Residential;1994-03-17 04:33:15;425000;38.579326;-121.44252
2818 KNOLLWOOD DR;CAMERON PARK;95682;CA;3;2;0;Residential;1936-09-14 18:05:32;425000;38.669805;-120.999007
1536 STONEY CROSS LN;LINCOLN;95648;CA;0;0;0;Residential;1948-08-27 22:17:59;433500;38.860007;-121.310946
509 CASTILLIAN CT;ROSEVILLE;95747;CA;5;3;0;Residential;1941-12-05 22:40:36;438000;38.804773;-121.341195
700 HUNTER PL;FOLSOM;95630;CA;5;3;2787;Residential;1981-11-04 11:39:49;441000;38.66051;-121.163689
1240 FAY CIR;SACRAMENTO;95831;CA;5;3;2824;Residential;1980-04-14 19:28:28;445000;38.506371;-121.514456
1113 SANDWICK WAY;FOLSOM;95630;CA;4;3;3261;Residential;1975-08-25 19:07:09;446000;38.673882;-121.105077
3108 DELWOOD WAY;SACRAMENTO;95821;CA;4;2;2053;Residential;1909-07-31 20:06:46;450000;38.621566;-121.370882
3212 CORNICHE LN;ROSEVILLE;95661;CA;4;3;2379;Residential;1907-04-03 05:46:23;455000;38.750577;-121.232768
2159 BECKETT DR;EL DORADO HILLS;95762;CA;3;2;0;Residential;1925-03-06 15:39:59;460000;38.680092;-121.036467
4320 FOUR SEASONS RD;PLACERVILLE;95667;CA;3;2;0;Residential;1977-07-20 12:43:43;475000;38.690867;-120.693641
6401 MARSHALL RD;GARDEN VALLEY;95633;CA;3;2;0;Residential;1972-03-06 16:26:29;490000;38.84255;-120.8754
2089 BECKETT DR;EL DORADO HILLS;95762;CA;4;2;0;Residential;1996-02-22 19:13:23;493000;38.681778;-121.035838
6196 EDGEHILL DR;EL DORADO HILLS;95762;CA;5;4;0;Residential;1955-02-10 18:24:53;508000;38.676131;-121.038931
200 HILLSFORD CT;ROSEVILLE;95747;CA;0;0;0;Residential;1982-05-03 18:47:51;511000;38.780051;-121.378718
8217 PLUMERIA AVE;FAIR OAKS;95628;CA;3;2;3173;Residential;1944-06-04 10:04:21;525000;38.650735;-121.258628
